院校,科类,批次,院校专业组代码,专业组,风险等级,专业代码,专业名称,专业类,大类,风险说明
南通职业大学,物理,专科批,131003,南通职业大学03,中危混合组,46,应用化工技术,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,物理,专科批,131003,南通职业大学03,中危混合组,57,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,物理,专科批,131003,南通职业大学03,中危混合组,58,服装设计与工艺,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,物理,专科批,131003,南通职业大学03,中危混合组,60,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
南通职业大学,物理,专科批,131004,南通职业大学04,中危混合组,61,"安全技术与管理(在南通职业大学学习三年,考核合格者可转入南通理工学院学习两年,毕业后颁发南通理工学院本科文凭)",资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡工艺职业技术学院,历史,专科批,121501,无锡工艺职业技术学院01,中危混合组,03,服装设计与工艺,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡工艺职业技术学院,历史,专科批,121501,无锡工艺职业技术学院01,中危混合组,12,低空安全与技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡工艺职业技术学院,历史,专科批,121501,无锡工艺职业技术学院01,中危混合组,14,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡工艺职业技术学院,历史,专科批,121501,无锡工艺职业技术学院01,中危混合组,15,酒店管理与数字化运营,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
滨州职业技术大学,物理,提前专科批,268503,滨州职业技术大学03,未标风险,04,医学检验技术(水面舰艇人员合格)(只招男生)(海军),护理医学类,医药卫生大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
滨州职业技术大学,物理,提前专科批,268503,滨州职业技术大学03,未标风险,05,轮机工程技术(水面舰艇人员合格)(只招男生)(海军),航海运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
滨州职业技术大学,物理,提前专科批,268504,滨州职业技术大学04,整体偏冷组,06,石油化工技术(只招男生)(空军),生物化工类,生物与化工大类,专科就业或接受度需谨慎核对
江西航空职业技术学院,历史,提前专科批,819601,江西航空职业技术学院01,未标风险,01,飞行器数字化制造技术(只招男生)[海军(机务兵)],机械设计制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江西航空职业技术学院,历史,提前专科批,819601,江西航空职业技术学院01,未标风险,02,飞机电子设备维修(只招男生)[空军(机务兵)],航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江西航空职业技术学院,历史,提前专科批,819601,江西航空职业技术学院01,未标风险,03,无人机应用技术(只招男生)(火箭军),航空运输类,交通运输大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江西航空职业技术学院,历史,提前专科批,819601,江西航空职业技术学院01,未标风险,04,导弹维修技术(只招男生)(陆军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江西航空职业技术学院,历史,提前专科批,819601,江西航空职业技术学院01,未标风险,05,核与辐射检测防护技术(只招男生)(火箭军),其他专业类,其他,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,37,工程造价,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,38,建筑室内设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,39,建筑智能化工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,48,环境监测技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,49,环境工程技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏城市职业学院,物理,专科批,117102,江苏城市职业学院02,中危混合组,53,化妆品经营与管理,生物化工类,生物与化工大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏电子信息职业学院,物理,专科批,135002,江苏电子信息职业学院02,中危混合组,42,动漫制作技术,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
江苏电子信息职业学院,物理,专科批,135002,江苏电子信息职业学院02,中危混合组,43,包装策划与设计,文化艺术类,文化艺术大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海现代化工职业学院,历史,专科批,217001,上海现代化工职业学院01,未标风险,01,"现代物流管理(报考该专业有色觉要求,具体请查阅院校招生章程)",财经商贸类,财经商贸大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海现代化工职业学院,历史,专科批,217001,上海现代化工职业学院01,未标风险,02,智慧旅游技术应用,旅游餐饮类,旅游大类,专科就业或接受度需谨慎核对
上海现代化工职业学院,历史,专科批,217001,上海现代化工职业学院01,未标风险,03,智慧健康养老服务与管理,公共管理服务类,公共管理与服务大类,专科就业或接受度需谨慎核对
辽宁省交通高等专科学校,历史,提前专科批,416301,辽宁省交通高等专科学校01,未标风险,01,智能工程机械运用技术(只招男生)(武警部队),机械设计制造类,装备制造大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
辽宁省交通高等专科学校,历史,提前专科批,416301,辽宁省交通高等专科学校01,未标风险,02,数字媒体技术(只招男生)(武警部队),计算机类,电子与信息大类,专业名称或备注含体检、性别、色觉、军士/司法/航海等限制，需核对章程
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,05,市政工程技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,06,市政管网智能检测与维护,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,07,测绘地理信息技术,资源环境安全类,资源环境与安全大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,08,风景园林设计,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,10,园林技术,农林牧渔类,农林牧渔大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
上海建设管理职业技术学院,物理,专科批,217301,上海建设管理职业技术学院01,中危混合组,12,建筑加固与修复技术,土木建筑类,土木建筑大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
无锡商业职业技术学院,物理,专科批,121205,无锡商业职业技术学院05,中危混合组,49,旅游管理,旅游餐饮类,旅游大类,热门/强就业专科专业组中混入谨慎方向，志愿表需按该专业兜底
