院校,科类,专业组,院校专业组代码,专业代码,专业名称,原专业类,原专业大类,目录专业,新专业类,新专业大类,匹配方式
苏州职业技术大学,历史,苏州职业技术大学02,127002,04,服装设计与工艺,文化艺术类,文化艺术大类,服装设计与工艺,纺织服装类,轻工纺织大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,05,食品检验检测技术,食品药品类,食品药品与粮食大类,食品检验检测技术,食品类,食品药品与粮食大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,06,物联网应用技术,计算机类,电子与信息大类,物联网应用技术,电子信息类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,07,计算机应用技术,计算机类,电子与信息大类,计算机应用技术,计算机类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,08,计算机网络技术,计算机类,电子与信息大类,计算机网络技术,计算机类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,09,软件技术,计算机类,电子与信息大类,软件技术,计算机类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,10,大数据技术,计算机类,电子与信息大类,大数据技术,计算机类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,11,动漫制作技术,文化艺术类,文化艺术大类,动漫制作技术,计算机类,电子与信息大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,12,大数据与财务管理,财务会计类,财经商贸大类,大数据与财务管理,财务会计类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,13,国际经济与贸易,财经商贸类,财经商贸大类,国际经济与贸易,经济贸易类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,14,市场营销,财经商贸类,财经商贸大类,市场营销,工商管理类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,15,电子商务,财经商贸类,财经商贸大类,电子商务,电子商务类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,16,跨境电子商务,财经商贸类,财经商贸大类,跨境电子商务,电子商务类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,17,现代物流管理,财经商贸类,财经商贸大类,现代物流管理,物流类,财经商贸大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,18,会展策划与管理(干将路校区),旅游餐饮类,旅游大类,会展策划与管理,旅游类,旅游大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,19,学前教育(师范)(干将路校区),教育体育类,教育与体育大类,学前教育,教育类,教育与体育大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,20,商务英语(只招英语考生)(干将路校区),教育体育类,教育与体育大类,商务英语,语言类,教育与体育大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,21,法律事务,公安司法类,公安司法大类,法律事务,法律实务类,公安与司法大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,22,人力资源管理,公共管理服务类,公共管理与服务大类,人力资源管理,公共管理类,公共管理与服务大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,23,现代文秘,公共管理服务类,公共管理与服务大类,现代文秘,文秘类,公共管理与服务大类,exact
苏州职业技术大学,历史,苏州职业技术大学02,127002,24,网络新闻与传播,计算机类,电子与信息大类,网络新闻与传播,新闻出版类,新闻传播大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院01,115801,01,护理(与南通大学分段培养项目),护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院01,115801,02,护理(与徐州医科大学分段培养项目),护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院01,115801,03,药学(与徐州医科大学分段培养项目),药学类,医药卫生大类,药学,药学类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,04,中医学(为南京市六合区定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,05,中医学(为徐州市贾汪区定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,06,针灸推拿(为徐州市贾汪区定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,07,中医学(为徐州市新沂市定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,08,中医学(为徐州市沛县定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,09,针灸推拿(为徐州市沛县定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,10,中医学(为徐州市丰县定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,11,针灸推拿(为徐州市丰县定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,12,中医学(为徐州市邳州市定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,13,针灸推拿(为徐州市邳州市定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,14,中医学(为徐州市铜山区定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,15,针灸推拿(为徐州市铜山区定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,16,中医学(为常州市溧阳市定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,17,针灸推拿(为常州市溧阳市定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,18,针灸推拿(为连云港市东海县定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,19,针灸推拿(为连云港市海州区定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,20,针灸推拿(为连云港市连云区定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,21,中医学(为扬州市高邮市定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,22,中医学(为扬州市仪征市定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,23,中医学(为镇江市丹徒区定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,24,针灸推拿(为泰州市靖江市定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,25,针灸推拿(为宿迁市沭阳县定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,26,中医学(为宿迁市宿城区定向培养),护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院02,115802,27,针灸推拿(为宿迁市宿城区定向培养),护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,28,中医学,护理医学类,医药卫生大类,中医学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,29,针灸推拿,护理医学类,医药卫生大类,针灸推拿,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,30,护理,护理医学类,医药卫生大类,护理,护理类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,31,助产,护理医学类,医药卫生大类,助产,护理类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,32,药学,药学类,医药卫生大类,药学,药学类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,33,中药学,药学类,医药卫生大类,中药学,中医药类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,34,医学检验技术,护理医学类,医药卫生大类,医学检验技术,医学技术类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,35,医学营养,食品药品类,食品药品与粮食大类,医学营养,健康管理与促进类,医药卫生大类,exact
江苏卫生健康职业学院,历史,江苏卫生健康职业学院03,115803,36,医养照护服务,其他专业类,其他,医养照护服务,健康管理与促进类,医药卫生大类,exact
