身份键(院校专业组代码+专业代码),科类,批次,院校,专业组,专业代码,专业全称,25最低分,25最低位次,Excel行号
012101+02,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,02,军需勤务(军需保障初级指挥军官)(只招男生)(体检标准:通用标准合格),608,27151,170
012101+03,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,03,军事运输投送(运输投送指挥调度初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),607,27966,171
012101+04,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,04,装备保障(后勤装备管理保障初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),,,172
012101+05,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,05,无人装备工程(无人运输投送装备保障初级技术军官)(只招男生)(体检标准:通用标准合格),,,173
012101+06,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,06,财务管理(军队财务初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),612,23948,174
012101+07,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学01,07,审计学(军事审计初级技术军官)(只招男生)(体检标准:通用标准合格),625,15100,175
012102+08,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学02,08,无人装备工程(无人运输投送装备保障初级技术军官)(只招女生)(体检标准:通用标准合格),,,176
012102+09,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学02,09,财务管理(军队财务初级指挥与技术军官)(只招女生)(体检标准:通用标准合格),629,12830,177
012103+10,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学03,10,车辆工程(汽车运输分队指挥军官)(只招男生)(体检标准:通用标准合格),607,27966,178
012103+11,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学03,11,车辆工程(通用车辆装备保障初级技术军官)(只招男生)(体检标准:通用标准合格),610,25516,179
012103+12,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学03,12,电气工程及其自动化(军事设施发电供电保障初级指挥与技术军官)(只招男生)(体检标准:通用标准合格),617,20350,180
012103+13,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学03,13,智能运输工程(无人运输投送分队指挥军官)(只招男生)(体检标准:通用标准合格),611,24770,181
012104+14,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学04,14,化学(能源监督和技术保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),610,25516,182
012104+15,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学04,15,新能源科学与工程(军事新能源保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),608,27151,183
012104+16,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学04,16,军事能源工程(油料保障初级指挥与技术军官)(只招男生)(体检标准:油料岗位合格),607,27966,184
012105+17,物理,提前批,联勤保障部队工程大学,联勤保障部队工程大学05,17,军事能源工程(油料保障初级指挥与技术军官)(只招女生)(体检标准:油料岗位合格),,,185
013101+01,物理,提前批,海军军医大学,海军军医大学01,01,公共事业管理(医疗卫勤分队指挥军官)(只招男生)(体检标准:医疗卫生岗位合格),619,19005,186
013102+02,物理,提前批,海军军医大学,海军军医大学02,02,基础医学(基础医学高级技术军官)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),645,5634,187
013102+03,物理,提前批,海军军医大学,海军军医大学02,03,临床医学(高级临床医师)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),648,4676,188
013102+04,物理,提前批,海军军医大学,海军军医大学02,04,临床医学(临床通科医师)(只招男生)(体检标准:医疗卫生岗位合格),615,21736,189
013102+05,物理,提前批,海军军医大学,海军军医大学02,05,临床医学(临床医师(“5+3”一体化)(只招男生)(体检标准:医疗卫生岗位合格),,,190
013102+06,物理,提前批,海军军医大学,海军军医大学02,06,麻醉学(临床麻醉医师)(只招男生)(体检标准:医疗卫生岗位合格),629,12830,191
013102+07,物理,提前批,海军军医大学,海军军医大学02,07,精神医学(精神医师)(只招男生)(体检标准:医疗卫生岗位合格),624,15714,192
013102+08,物理,提前批,海军军医大学,海军军医大学02,08,预防医学(公共卫生医师)(只招男生)(体检标准:医疗卫生岗位合格),615,21736,193
013103+09,物理,提前批,海军军医大学,海军军医大学03,09,临床医学(高级临床医师)(八年制)(只招女生)(体检标准:医疗卫生岗位合格),655,2848,194
013103+10,物理,提前批,海军军医大学,海军军医大学03,10,临床医学(临床医师(“5+3”一体化))(只招女生)(体检标准:医疗卫生岗位合格),,,195
013103+11,物理,提前批,海军军医大学,海军军医大学03,11,临床医学(临床通科医师)(只招女生)(体检标准:医疗卫生岗位合格),643,6363,196
013103+12,物理,提前批,海军军医大学,海军军医大学03,12,医学影像学(临床影像医师)(只招女生)(体检标准:医疗卫生岗位合格),,,197
013103+13,物理,提前批,海军军医大学,海军军医大学03,13,护理学(护师)(只招女生)(体检标准:医疗卫生岗位合格),,,198
013104+14,物理,普通批,海军军医大学,海军军医大学04,14,"临床医学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",611,24770,199
013104+15,物理,普通批,海军军医大学,海军军医大学04,15,"麻醉学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",611,24770,200
013104+16,物理,普通批,海军军医大学,海军军医大学04,16,"医学影像学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",613,23215,201
013104+17,物理,普通批,海军军医大学,海军军医大学04,17,"中医学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",612,23948,202
013105+18,物理,普通批,海军军医大学,海军军医大学05,18,"中药学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",607,27966,203
013105+19,物理,普通批,海军军医大学,海军军医大学05,19,"生物技术(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",610,25516,204
013105+20,物理,普通批,海军军医大学,海军军医大学05,20,"药学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",610,25516,205
013106+21,物理,普通批,海军军医大学,海军军医大学06,21,"护理学(以下专业招收无军籍地方本科生,须符合高校报考条件方可报考(只招收普通高中应届毕业生,考生政治面貌须为共青团员或中共党员),详见院校无军籍地方本科生招生章程。培养地点在上海市杨浦区翔殷路800号)",603,31363,206
013201+01,物理,提前批,陆军军医大学,陆军军医大学01,01,公共事业管理(医疗卫生勤务初级指挥军官)(只招女生)(体检标准:医疗卫生岗位合格),616,21044,207
013202+02,物理,提前批,陆军军医大学,陆军军医大学02,02,临床医学(临床通科医师)(只招男生)(体检标准:医疗卫生岗位合格),602,32191,208
013202+03,物理,提前批,陆军军医大学,陆军军医大学02,03,临床医学(临床医师(“5+3”一体化))(只招男生)(体检标准:医疗卫生岗位合格),,,209
013202+04,物理,提前批,陆军军医大学,陆军军医大学02,04,精神医学(精神医师)(只招男生)(体检标准:医疗卫生岗位合格),,,210
013202+05,物理,提前批,陆军军医大学,陆军军医大学02,05,预防医学(高级公共卫生医师)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),626,14488,211
013202+06,物理,提前批,陆军军医大学,陆军军医大学02,06,预防医学(生物安全初级技术军官)(只招男生)(体检标准:医疗卫生岗位合格),606,28842,212
013202+07,物理,提前批,陆军军医大学,陆军军医大学02,07,医学检验技术(检验技师)(只招男生)(体检标准:医疗卫生岗位合格),610,25516,213
013203+08,物理,提前批,陆军军医大学,陆军军医大学03,08,临床医学(高级临床医师)(八年制)(只招女生)(体检标准:医疗卫生岗位合格),,,214
013203+09,物理,提前批,陆军军医大学,陆军军医大学03,09,临床医学(临床通科医师)(只招女生)(体检标准:医疗卫生岗位合格),622,17029,215
013301+01,物理,提前批,空军军医大学,空军军医大学01,01,临床医学(航空航天高级临床医师)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),,,216
013301+02,物理,提前批,空军军医大学,空军军医大学01,02,临床医学(航空航天临床医师)(只招男生)(体检标准:医疗卫生岗位合格),612,23948,217
013301+03,物理,提前批,空军军医大学,空军军医大学01,03,临床医学(高级临床医师)(八年制)(只招男生)(体检标准:医疗卫生岗位合格),640,7530,218
013301+04,物理,提前批,空军军医大学,空军军医大学01,04,临床医学(临床医师(“5+3”一体化))(只招男生)(体检标准:医疗卫生岗位合格),607,27966,219
013301+05,物理,提前批,空军军医大学,空军军医大学01,05,临床医学(临床通科医师)(只招男生)(体检标准:医疗卫生岗位合格),602,32191,220
013301+06,物理,提前批,空军军医大学,空军军医大学01,06,口腔医学(口腔医学临床医师(“5+3”一体化))(只招男生)(体检标准:医疗卫生岗位合格),625,15100,221
013302+07,物理,提前批,空军军医大学,空军军医大学02,07,临床医学(航空航天临床医师)(只招女生)(体检标准:医疗卫生岗位合格),627,13916,222
013302+08,物理,提前批,空军军医大学,空军军医大学02,08,临床医学(临床通科医师)(只招女生)(体检标准:医疗卫生岗位合格),636,9280,223
013302+09,物理,提前批,空军军医大学,空军军医大学02,09,预防医学(高级公共卫生医师)(八年制)(只招女生)(体检标准:医疗卫生岗位合格),640,7530,224
