院校,科类,批次,专业组,专业代码,专业名称,专业类,26计划,25分,25位次,风险类型
"南京审计大学","历史","本科批","南京审计大学04","26","行政管理(以下专业在浦口校区学习)","公共管理类","19","583","10246","刺客专业"
"南京审计大学","物理","本科批","南京审计大学12","37","资源环境审计(以下专业在浦口校区学习)","经济学类","27","","","刺客专业"
"南京审计大学","物理","本科批","南京审计大学12","51","行政管理(以下专业在浦口校区学习)","公共管理类","23","573","62233","刺客专业"
"南京晓庄学院","历史","本科批","南京晓庄学院03","17","历史学","历史学类","28","557","20076","刺客专业"
"南京晓庄学院","物理","本科批","南京晓庄学院11","51","化学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","18","537","109485","刺客专业"
"南京晓庄学院","物理","本科批","南京晓庄学院11","52","生物科学(师范)(报考该专业有色觉要求,具体请查阅院校招生章程)","生物科学类","36","540","105342","刺客专业"
"金陵科技学院","历史","本科批","金陵科技学院01","07","英语(只招英语考生)(以下专业在江宁校区学习)","外国语言文学类","38","548","24176","刺客专业"
"金陵科技学院","物理","本科批","金陵科技学院04","26","英语(只招英语考生)(以下专业除注明外在江宁校区学习)","外国语言文学类","12","536","110915","刺客专业"
"金陵科技学院","物理","本科批","金陵科技学院04","27","风景园林(幕府校区)(以下专业除注明外在江宁校区学习)","建筑类","31","531","117993","刺客专业"
"金陵科技学院","物理","本科批","金陵科技学院04","28","城乡规划(以下专业除注明外在江宁校区学习)","建筑类","26","533","115116","刺客专业"
"金陵科技学院","物理","本科批","金陵科技学院04","29","建筑学(以下专业除注明外在江宁校区学习)","建筑类","57","531","117993","刺客专业"
"金陵科技学院","物理","本科批","金陵科技学院06","54","食品科学与工程(幕府校区)(以下专业除注明外在江宁校区学习)","食品科学与工程类","22","533","115116","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","16","医疗器械工程技术(以下专业在校本部学习)","药品与医疗器械类","32","","","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","17","新能源发电工程技术(以下专业在校本部学习)","新能源发电工程类","65","535","112294","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","19","智能电网工程技术(以下专业在校本部学习)","电力技术类","65","536","110915","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","30","通用航空航务技术(以下专业在校本部学习)","航空运输类","22","530","119386","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","31","汽车服务工程技术(以下专业在校本部学习)","道路运输类","28","530","119386","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","32","城市轨道交通设备与控制技术(以下专业在校本部学习)","城市轨道交通类","45","539","106681","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","34","城市轨道交通信号与控制技术(以下专业在校本部学习)","城市轨道交通类","45","532","116555","刺客专业"
"南京工业职业技术大学","物理","本科批","南京工业职业技术大学04","38","建设工程管理(以下专业在校本部学习)","建设工程管理类","40","531","117993","刺客专业"
"江南大学","物理","本科批","江南大学10","16","食品科学与工程(筑基领军班)(以下专业在蠡湖校区学习)","食品科学与工程类","2","","","刺客专业"
"无锡学院","物理","本科批","无锡学院05","37","交通运输","交通运输类","57","539","106681","刺客专业"
"无锡学院","物理","本科批","无锡学院05","38","应用化学(报考该专业有色觉要求,具体请查阅院校招生章程)","化学类","46","539","106681","刺客专业"
"无锡学院","物理","本科批","无锡学院05","39","环境科学与工程(报考该专业有色觉要求,具体请查阅院校招生章程)","环境科学与工程类","53","539","106681","刺客专业"
"无锡学院","物理","本科批","无锡学院05","40","遥感科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)","测绘类","26","541","103950","刺客专业"
"无锡学院","物理","本科批","无锡学院05","41","测绘工程","测绘类","25","539","106681","刺客专业"
"无锡学院","物理","本科批","无锡学院05","42","安全工程","安全科学与工程类","22","539","106681","刺客专业"
"中国矿业大学","历史","本科批","中国矿业大学01","04","公共管理类(行政管理、土地资源管理)(报考该专业有色觉要求,具体请查阅院校招生章程)","公共管理类","5","598","6032","刺客专业"
"中国矿业大学","历史","本科批","中国矿业大学01","08","英语","外国语言文学类","6","596","6527","刺客专业"
"中国矿业大学","历史","本科批","中国矿业大学01","09","英语(国际能源治理实验班)","外国语言文学类","4","596","6527","刺客专业"
"中国矿业大学","历史","本科批","中国矿业大学01","10","德语(数智经贸创新实验班)","外国语言文学类","4","596","6527","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学05","37","矿业类(智能采矿工程、新能源科学与工程、采矿工程、工业工程)(孙越崎特色班)","矿业类","2","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学05","38","安全科学与工程类(安全工程、消防工程、职业卫生工程、应急技术与管理)(孙越崎特色班)","安全科学与工程类","2","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学05","40","遥感科学与技术(孙越崎特色班)","测绘类","2","","","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","54","矿业类(智能采矿工程、新能源科学与工程、采矿工程、工业工程)","矿业类","13","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","55","安全科学与工程类(安全工程、消防工程、职业卫生工程、应急技术与管理)","安全科学与工程类","22","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","60","测绘类(测绘工程、地理信息科学)","测绘类","11","617","20350","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","61","遥感科学与技术","测绘类","11","617","20350","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","63","地球信息科学与技术(报考该专业有色觉要求,具体请查阅院校招生章程)","地质学类","6","618","19675","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","68","地质类(地质工程、资源勘查工程)","地质类","3","620","18320","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","70","矿物加工工程(报考该专业有色觉要求,具体请查阅院校招生章程)","矿业类","5","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","72","水文与水资源工程","水利类","4","615","21736","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","73","地球物理学","地球物理学类","2","619","19005","刺客专业"
"中国矿业大学","物理","本科批","中国矿业大学06","75","城乡规划","建筑类","2","","","刺客专业"
